currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.releaseDate.day,node.releaseDate.month,node.releaseDate.year,node.releaseDate.__typename,node.productionStatus.currentProductionStage.id,node.productionStatus.currentProductionStage.text,node.productionStatus.currentProductionStage.__typename,node.productionStatus.__typename,node.__typename,node.latestTrailer,node.certificate,node.runtime
66,ChartTitleEdge,144,EpisodeConnection,Episodes,tt1831164,Leyla and Mecnun,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Leyla ile Mecnun,TitleText,rm3668243201,1080,1332,https://m.media-amazon.com/images/M/MV5BNzQ4ZTMxM2UtYTY2MS00NjlmLTlmNmYtYWFmMjMyMzZmZjZkXkEyXkFqcGc@._V1_.jpg,"Köksal Engür, Ahmet Mümtaz Taylan, Serkan Keskin, Ali Atay, Cengiz Bozkurt, and Osman Sonant in Yeniden (2021)",Markdown,Image,2011,2023.0,YearRange,9.1,99386,RatingsSummary,5400.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.",Markdown,Plot,,,,9.0,2.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
67,ChartTitleEdge,277,EpisodeConnection,Episodes,tt0214341,Dragon Ball Z,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dragon Ball Z,TitleText,rm1132797952,428,612,https://m.media-amazon.com/images/M/MV5BN2VlNTdlMzQtYzE5OC00YmYwLTgyZTItYjEzMWY0ZDNjMTJhXkEyXkFqcGc@._V1_.jpg,Dragon Ball Z (1996),Markdown,Image,1996,2003.0,YearRange,8.8,159688,RatingsSummary,1440.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies.",Markdown,Plot,vi3039414041,Video,,13.0,9.0,1996,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
68,ChartTitleEdge,34,EpisodeConnection,Episodes,tt12004706,Panchayat,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Panchayat,TitleText,rm736067329,2700,4000,https://m.media-amazon.com/images/M/MV5BYzkwZGNkYTctZDc2MS00OWM2LWI2NTUtMTM2ZGMzMTY0N2Q1XkEyXkFqcGc@._V1_.jpg,"Neena Gupta, Pankaj Jha, Raghubir Yadav, Chandan Roy, Sanvikaa, Sunita Rajwar, Durgesh Kumar, Faisal Malik, and Jitendra Kumar in Panchayat (2020)",Markdown,Image,2020,,YearRange,9.0,101547,RatingsSummary,,,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.",Markdown,Plot,vi2815936025,Video,,5.0,3.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
69,ChartTitleEdge,6,EpisodeConnection,Episodes,tt0096548,Blackadder Goes Forth,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Blackadder Goes Forth,TitleText,rm2565633,2000,3000,https://m.media-amazon.com/images/M/MV5BM2ZiODg3ZWQtMzcyMC00MTRhLWI2MjItNjk5OTdlOTRiMGRiXkEyXkFqcGc@._V1_.jpg,Rowan Atkinson and Tony Robinson in Blackadder Goes Forth (1989),Markdown,Image,1989,1989.0,YearRange,8.8,60015,RatingsSummary,1800.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Stuck in the middle of World War I, Captain Edmund Blackadder does his best to escape the banality of the war.",Markdown,Plot,,,,28.0,9.0,1989,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
70,ChartTitleEdge,6,EpisodeConnection,Episodes,tt0112130,Pride and Prejudice,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Pride and Prejudice,TitleText,rm206448640,1059,1500,https://m.media-amazon.com/images/M/MV5BYzNkMjRmZGMtODg1Ni00MjIxLWI4MTYtOGEwM2YyMmZiMjUzXkEyXkFqcGc@._V1_.jpg,Colin Firth and Jennifer Ehle in Pride and Prejudice (1995),Markdown,Image,1995,1995.0,YearRange,8.8,97267,RatingsSummary,3000.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",Markdown,Plot,vi2441788441,Video,,14.0,1.0,1996,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
71,ChartTitleEdge,18,EpisodeConnection,Episodes,tt0193676,Freaks and Geeks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Freaks and Geeks,TitleText,rm1456144896,1000,1426,https://m.media-amazon.com/images/M/MV5BNDk4MTRlZjMtYTMxYi00ZjdkLWEyYjYtZjg1NjBlMzY2MDIzXkEyXkFqcGc@._V1_.jpg,"Linda Cardellini, John Francis Daley, James Franco, Samm Levine, Seth Rogen, Martin Starr, and Jason Segel in Freaks and Geeks (1999)",Markdown,Image,1999,2000.0,YearRange,8.8,159009,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,Markdown,Plot,vi764004121,Video,,25.0,9.0,1999,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
72,ChartTitleEdge,30,EpisodeConnection,Episodes,tt0098936,Twin Peaks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Twin Peaks,TitleText,rm1882244352,1068,1367,https://m.media-amazon.com/images/M/MV5BMTExNzk2NjcxNTNeQTJeQWpwZ15BbWU4MDcxOTczOTIx._V1_.jpg,Twin Peaks (1990),Markdown,Image,1990,1991.0,YearRange,8.7,228907,RatingsSummary,3000.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,Markdown,Plot,vi2463350041,Video,,8.0,4.0,1990,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
73,ChartTitleEdge,291,EpisodeConnection,Episodes,tt0121220,Dragon Ball Z,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dragon Ball Z: Doragon bôru zetto,TitleText,rm2579038720,1280,1885,https://m.media-amazon.com/images/M/MV5BNmFiM2FkYTYtY2FiOS00ZWJkLTkyOTgtNmFmODI4NjcwNDgzXkEyXkFqcGc@._V1_.jpg,Dragon Ball Z (1989),Markdown,Image,1989,1996.0,YearRange,8.8,94789,RatingsSummary,1440.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",Markdown,Plot,vi3547970841,Video,,30.0,9.0,1996,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
74,ChartTitleEdge,33,EpisodeConnection,Episodes,tt0353049,Chappelle's Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Chappelle's Show,TitleText,rm3676416,1000,1426,https://m.media-amazon.com/images/M/MV5BNzgxYTFlMjYtMWM0MC00ZjQzLWJjMjUtNDZhNGE0Yzg2YmRjXkEyXkFqcGc@._V1_.jpg,Dave Chappelle in Chappelle's Show (2003),Markdown,Image,2003,2006.0,YearRange,8.8,75588,RatingsSummary,1320.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,Markdown,Plot,vi2601497625,Video,,22.0,1.0,2003,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
75,ChartTitleEdge,41,EpisodeConnection,Episodes,tt14986406,Bleach: Thousand-Year Blood War,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Bleach: Sennen Kessen-hen,TitleText,rm3744598273,1200,1696,https://m.media-amazon.com/images/M/MV5BMjgyM2QzMjAtOGZjOS00OGFkLTkxZGYtMDJjZGM5MzIzYmM3XkEyXkFqcGc@._V1_.jpg,"Kentarô Itô, Masakazu Morita, Fumiko Orikasa, Takayuki Sugô, Yuki Matsuoka, Noriaki Sugiyama, Tite Kubo, and Hiroki Yasumoto in Bleach: Thousand-Year Blood War (2022)",Markdown,Image,2022,,YearRange,9.0,58374,RatingsSummary,1440.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",Markdown,Plot,vi1135068441,Video,,10.0,10.0,2022,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
76,ChartTitleEdge,30,EpisodeConnection,Episodes,tt2707408,Narcos,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Narcos,TitleText,rm2942298112,1012,1500,https://m.media-amazon.com/images/M/MV5BNzQwOTcwMzIwN15BMl5BanBnXkFtZTgwMjYxMTA0NjE@._V1_.jpg,Wagner Moura in Narcos (2015),Markdown,Image,2015,2017.0,YearRange,8.7,495342,RatingsSummary,3000.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",Markdown,Plot,vi1352056089,Video,,28.0,8.0,2015,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
77,ChartTitleEdge,20,EpisodeConnection,Episodes,tt10530900,Gullak,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gullak,TitleText,rm2996858881,2700,4000,https://m.media-amazon.com/images/M/MV5BMzllMWE4YTgtODM3OS00MGEyLWEwMjktNWQzZjFjNWNhMGNmXkEyXkFqcGc@._V1_.jpg,"Jameel Khan, Geetanjali Kulkarni, Harsh Mayar, and Vaibhav Raj Gupta in Gullak (2019)",Markdown,Image,2019,,YearRange,9.1,26004,RatingsSummary,1440.0,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",Markdown,Plot,vi4264609305,Video,,27.0,6.0,2019,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
78,ChartTitleEdge,48,EpisodeConnection,Episodes,tt10233448,Vinland Saga,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Vinland Saga,TitleText,rm3861609217,1063,1500,https://m.media-amazon.com/images/M/MV5BNDA3MGNmZTEtMzFiMy00ZmViLThhNmQtMjQ4ZDc5MDEyN2U1XkEyXkFqcGc@._V1_.jpg,"Akio Ôtsuka, Naoya Uchida, Kenshô Ono, Ken'ichirô Matsuda, Yûto Uemura, and Aleks Le in Vinland Saga (2019)",Markdown,Image,2019,2023.0,YearRange,8.8,94014,RatingsSummary,1440.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Following a tragedy, Thorfinn embarks on a journey with the man responsible for it to take his life in a duel as a true and honorable warrior to pay homage.",Markdown,Plot,vi507559705,Video,,6.0,7.0,2019,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
79,ChartTitleEdge,13,EpisodeConnection,Episodes,tt0074006,"I, Claudius",TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,"I, Claudius",TitleText,rm4218749440,1000,1455,https://m.media-amazon.com/images/M/MV5BZmIwMjNkMzMtZDM0Ny00YjVkLTkzNDQtYWFiNmQxOTc3MDZmXkEyXkFqcGc@._V1_.jpg,"I, Claudius (1976)",Markdown,Image,1976,1976.0,YearRange,8.8,20768,RatingsSummary,3000.0,Runtime,Not Rated,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The personal and governmental affairs of the Julio-Claudian dynasty at the beginning of the Roman Empire, as recalled by one of its rulers.",Markdown,Plot,vi1417788441,Video,,6.0,11.0,1977,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
80,ChartTitleEdge,15,EpisodeConnection,Episodes,tt9432978,Kota Factory,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kota Factory,TitleText,rm1493725441,2700,4000,https://m.media-amazon.com/images/M/MV5BY2U5MjY1NWEtZDI2MS00NTlhLWEyODQtYzE0MzY3NDUyNzE3XkEyXkFqcGc@._V1_.jpg,"Tillotama Shome, Urvi Singh, Ahsaas Channa, Ranjan Raj, Jitendra Kumar, Alam Khan, Mayur More, and Revathi Pillai in Kota Factory (2019)",Markdown,Image,2019,2021.0,YearRange,9.0,87235,RatingsSummary,2400.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",Markdown,Plot,vi892454425,Video,,28.0,8.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
81,ChartTitleEdge,327,EpisodeConnection,Episodes,tt0121955,South Park,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,South Park,TitleText,rm2471417089,600,900,https://m.media-amazon.com/images/M/MV5BNTBlMzA3ZTUtODZjNi00NTM0LWExMjMtNjJhYzA3YTkwMWYwXkEyXkFqcGc@._V1_.jpg,Matt Stone and Trey Parker in South Park (1997),Markdown,Image,1997,,YearRange,8.7,419055,RatingsSummary,1320.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",Markdown,Plot,vi2631518489,Video,,13.0,8.0,1997,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
82,ChartTitleEdge,33,EpisodeConnection,Episodes,tt2085059,Black Mirror,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Black Mirror,TitleText,rm1448291329,1080,1350,https://m.media-amazon.com/images/M/MV5BMWY3ZjgwMTctZTZmMS00ZTMwLTkwYWEtNTVkMDgwNjA5ODBiXkEyXkFqcGc@._V1_.jpg,Rory Kinnear in Black Mirror (2011),Markdown,Image,2011,,YearRange,8.7,673178,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.",Markdown,Plot,vi3745760281,Video,,4.0,12.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
83,ChartTitleEdge,10,EpisodeConnection,Episodes,tt3718778,Over the Garden Wall,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Over the Garden Wall,TitleText,rm2162952705,1000,1426,https://m.media-amazon.com/images/M/MV5BOTA2MTdhZmItODM3NS00ZmFlLWE4YWYtOWYxODBmNGU5YjRjXkEyXkFqcGc@._V1_.jpg,Over the Garden Wall (2014),Markdown,Image,2014,2014.0,YearRange,8.7,78881,RatingsSummary,660.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Short', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Two brothers find themselves lost in a mysterious land and try to find their way home.,Markdown,Plot,vi3766598681,Video,,3.0,11.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
84,ChartTitleEdge,35,EpisodeConnection,Episodes,tt10986410,Ted Lasso,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Ted Lasso,TitleText,rm636117249,2000,3000,https://m.media-amazon.com/images/M/MV5BZmI3YWVhM2UtNDZjMC00YTIzLWI2NGUtZWIxODZkZjVmYTg1XkEyXkFqcGc@._V1_.jpg,Jason Sudeikis in Ted Lasso (2020),Markdown,Image,2020,,YearRange,8.8,390678,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",Markdown,Plot,vi2245904665,Video,,14.0,8.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
85,ChartTitleEdge,20,EpisodeConnection,Episodes,tt5182866,Reply 1988,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Eungdaphara 1988,TitleText,rm346128641,426,597,https://m.media-amazon.com/images/M/MV5BYjhjYjg1MTYtYjNhYy00YjU2LTliZmEtMWRmZDhjODdkOTE0XkEyXkFqcGc@._V1_.jpg,"Park Bo-gum, Go Kyung-pyo, Lee Dong-hwi, Ryu Jun-yeol, and Lee Hyeri in Reply 1988 (2015)",Markdown,Image,2015,2016.0,YearRange,9.0,14988,RatingsSummary,5400.0,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.",Markdown,Plot,vi726122521,Video,,5.0,11.0,2015,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
86,ChartTitleEdge,36,EpisodeConnection,Episodes,tt2442560,Peaky Blinders,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Peaky Blinders,TitleText,rm2733697537,1100,1467,https://m.media-amazon.com/images/M/MV5BM2ZiNThlNzItNmY3Ny00NjA2LWJlMjItNTk1NDI3MDMyMTk4XkEyXkFqcGc@._V1_.jpg,"Helen McCrory, Cillian Murphy, Paul Anderson, Sophie Rundle, Aimee-Ffion Edwards, Natasha O'Keeffe, Joe Cole, Jordan Bolger, Harry Kirton, Finn Cole, and Kate Phillips in Peaky Blinders (2013)",Markdown,Image,2013,2022.0,YearRange,8.7,699980,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",Markdown,Plot,vi3863855897,Video,,30.0,9.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
87,ChartTitleEdge,12,EpisodeConnection,Episodes,tt16026746,X-Men '97,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,X-Men '97,TitleText,rm1278166273,1080,1350,https://m.media-amazon.com/images/M/MV5BZDE0Zjk5OGYtZTk3OC00ZDZhLWE2NGQtNzc3NmJhNjljYzY5XkEyXkFqcGc@._V1_.jpg,X-Men '97 (2024),Markdown,Image,2024,,YearRange,8.8,42446,RatingsSummary,1320.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A band of mutants use their uncanny gifts to protect a world that hates and fears them; they're challenged like never before, forced to face a dangerous and unexpected new future.",Markdown,Plot,vi249350425,Video,,20.0,3.0,2024,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
88,ChartTitleEdge,63,EpisodeConnection,Episodes,tt0248654,Six Feet Under,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Six Feet Under,TitleText,rm3319453441,640,914,https://m.media-amazon.com/images/M/MV5BMDA5YTAxNGMtOWYxYy00ZDdkLWIwODUtNjdlYmNhMWQ5NzViXkEyXkFqcGc@._V1_.jpg,"Lauren Ambrose, Freddy Rodríguez, Frances Conroy, Rachel Griffiths, Michael C. Hall, Peter Krause, and Mathew St. Patrick in Six Feet Under (2001)",Markdown,Image,2001,2005.0,YearRange,8.7,157222,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"When death is your business, what is your life? Laced with irony and dark situational humor, the show approaches the subject of death through the eyes of the Fisher family, who owns and operates a funeral home in Los Angeles.",Markdown,Plot,vi2027866393,Video,,3.0,6.0,2001,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
